,ITEMNO,DESC1,DESC2,SEARCHTEXT,STOCKINGTYPE,TYPECONVERSION,ITEMCONVERTI,DESC1_1,DESC2_1,SEARCHTEXT_1,STOCKINGTYPE_1
8401,24101590                 ,HEX.SOC.CAP SCREW             ,"#8-32UNC X 1.000""             ",ZINC PLATED [A574]            ,B,4,24104819                 ,HEX.SOC.CAP SCREW             ,M4-0.70 X 25MM                ,[SS.304]                      ,P
8403,24101590                 ,HEX.SOC.CAP SCREW             ,"#8-32UNC X 1.000""             ",ZINC PLATED [A574]            ,B,6,182696                   ,HEX.SOC.CAP SCREW             ,M4-0.70 X 25MM                ,[SS.316]                      ,P
8405,24101591                 ,HEX.SOC.CAP SCREW             ,"#8-32UNC X 1.500""             ",ZINC PLATED [A574]            ,P,2,24104733                 ,HEX.SOC.CAP SCREW             ,M4-0.70 X 35MM                ,ZINC PLATED [CL8.8]           ,P
8407,24101591                 ,HEX.SOC.CAP SCREW             ,"#8-32UNC X 1.500""             ",ZINC PLATED [A574]            ,P,4,24104821                 ,HEX.SOC.CAP SCREW             ,M4-0.70 X 35MM                ,[SS.304]                      ,P
8411,24101592                 ,HEX.SOC.CAP SCREW             ,"#10-24UNC X 0.500""            ",ZINC PLATED [A574]            ,B,2,24104568                 ,HEX.SOC.CAP SCREW             ,M5-0.80 X 12MM                ,ZINC PLATED [CL8.8]           ,P
8413,24101592                 ,HEX.SOC.CAP SCREW             ,"#10-24UNC X 0.500""            ",ZINC PLATED [A574]            ,B,4,24104822                 ,HEX.SOC.CAP SCREW             ,M5-0.80 X 12MM                ,[SS.304]                      ,P
8417,24101593                 ,HEX.SOC.CAP SCREW             ,"#10-24UNC X 0.750""            ",ZINC PLATED [A574]            ,B,2,24100754                 ,HEX.SOC.CAP SCREW             ,M5-0.80 X 20MM                ,ZINC PLATED [CL8.8]           ,B
8419,24101593                 ,HEX.SOC.CAP SCREW             ,"#10-24UNC X 0.750""            ",ZINC PLATED [A574]            ,B,4,24104804                 ,HEX.SOC.CAP SCREW             ,M5-0.80 X 20MM                ,[SS.304]                      ,P
8421,24101593                 ,HEX.SOC.CAP SCREW             ,"#10-24UNC X 0.750""            ",ZINC PLATED [A574]            ,B,6,182700                   ,HEX.SOC.CAP SCREW             ,M5-0.80 X 20MM                ,[SS.316]                      ,P
8423,24101594                 ,HEX.SOC.CAP SCREW             ,"#10-24UNC X 1.000""            ",ZINC PLATED [A574]            ,P,2,24100241                 ,HEX.SOC.CAP SCREW             ,M5-0.80 X 25MM                ,ZINC PLATED [CL8.8]           ,B
8425,24101594                 ,HEX.SOC.CAP SCREW             ,"#10-24UNC X 1.000""            ",ZINC PLATED [A574]            ,P,4,24104801                 ,HEX.SOC.CAP SCREW             ,M5-0.80 X 25MM                ,[SS.304]                      ,P
8427,24101594                 ,HEX.SOC.CAP SCREW             ,"#10-24UNC X 1.000""            ",ZINC PLATED [A574]            ,P,6,182701                   ,HEX.SOC.CAP SCREW             ,M5-0.80 X 25MM                ,[SS.316]                      ,P
8429,24101595                 ,HEX.SOC.CAP SCREW             ,"#10-24UNC X 1.500""            ",ZINC PLATED [A574]            ,B,2,24101134                 ,HEX.SOC.CAP SCREW             ,M5-0.80 X 35MM                ,ZINC PLATED [CL8.8]           ,P
8431,24101595                 ,HEX.SOC.CAP SCREW             ,"#10-24UNC X 1.500""            ",ZINC PLATED [A574]            ,B,4,24104802                 ,HEX.SOC.CAP SCREW             ,M5-0.80 X 35MM                ,[SS.304]                      ,P
8435,24101596                 ,HEX.SOC.CAP SCREW             ,"1/4-20UNC X 0.500""            ",ZINC PLATED [A574]            ,B,2,24101460                 ,HEX.SOC.CAP SCREW             ,M6-1.00 X 12MM                ,ZINC PLATED [CL8.8]           ,P
8437,24101596                 ,HEX.SOC.CAP SCREW             ,"1/4-20UNC X 0.500""            ",ZINC PLATED [A574]            ,B,4,24104888                 ,HEX.SOC.CAP SCREW             ,M6-1.00 X 12MM                ,[SS.304]                      ,P
8441,24101597                 ,HEX.SOC.CAP SCREW             ,"1/4-20UNC X 0.750""            ",ZINC PLATED [A574]            ,B,2,24101463                 ,HEX.SOC.CAP SCREW             ,M6-1.00 X 20MM                ,ZINC PLATED [CL8.8]           ,B
8443,24100056                 ,WASHER;SPRING LOCK            ,"0.250""                        ",ZINC PLATED                   ,P,6,182739                   ,WASHER;SPRING LOCK            ,M6                            ,[SS.316]                      ,P
8445,24100057                 ,WASHER;SPRING LOCK            ,"0.313""                        ",ZINC PLATED                   ,P,2,24101224                 ,WASHER;SPRING LOCK            ,M8                            ,ZINC PLATED                   ,P
8447,24100057                 ,WASHER;SPRING LOCK            ,"0.313""                        ",ZINC PLATED                   ,P,4,24104850                 ,WASHER;SPRING LOCK            ,M8                            ,[SS.304]                      ,B
8449,24100057                 ,WASHER;SPRING LOCK            ,"0.313""                        ",ZINC PLATED                   ,P,6,182740                   ,WASHER;SPRING LOCK            ,M8                            ,[SS.316]                      ,P
8451,24100058                 ,WASHER;SPRING LOCK            ,"0.375""                        ",ZINC PLATED                   ,P,2,24104548                 ,WASHER;SPRING LOCK            ,M10                           ,ZINC PLATED                   ,P
8453,24100058                 ,WASHER;SPRING LOCK            ,"0.375""                        ",ZINC PLATED                   ,P,4,24104849                 ,WASHER;SPRING LOCK            ,M10                           ,[SS.304]                      ,B
8455,24100058                 ,WASHER;SPRING LOCK            ,"0.375""                        ",ZINC PLATED                   ,P,6,182734                   ,WASHER;SPRING LOCK            ,M10                           ,[SS.316]                      ,P
8457,24100059                 ,WASHER;SPRING LOCK            ,"0.438""                        ",ZINC PLATED                   ,P,2,24104548                 ,WASHER;SPRING LOCK            ,M10                           ,ZINC PLATED                   ,P
8459,24100059                 ,WASHER;SPRING LOCK            ,"0.438""                        ",ZINC PLATED                   ,P,4,24104849                 ,WASHER;SPRING LOCK            ,M10                           ,[SS.304]                      ,B
8461,24100059                 ,WASHER;SPRING LOCK            ,"0.438""                        ",ZINC PLATED                   ,P,6,182734                   ,WASHER;SPRING LOCK            ,M10                           ,[SS.316]                      ,P
8463,24100060                 ,WASHER;SPRING LOCK            ,"0.500""                        ",ZINC PLATED                   ,P,2,24103107                 ,WASHER;SPRING LOCK            ,M12                           ,ZINC PLATED                   ,P
8465,24100060                 ,WASHER;SPRING LOCK            ,"0.500""                        ",ZINC PLATED                   ,P,4,24104846                 ,WASHER;SPRING LOCK            ,M12                           ,[SS.304]                      ,B
8467,24100060                 ,WASHER;SPRING LOCK            ,"0.500""                        ",ZINC PLATED                   ,P,6,182735                   ,WASHER;SPRING LOCK            ,M12                           ,[SS.316]                      ,P
8469,24100061                 ,WASHER;SPRING LOCK            ,"0.625""                        ",ZINC PLATED                   ,P,2,24101717                 ,WASHER;SPRING LOCK            ,M16                           ,ZINC PLATED                   ,P
8471,24100061                 ,WASHER;SPRING LOCK            ,"0.625""                        ",ZINC PLATED                   ,P,4,24105896                 ,WASHER;SPRING LOCK            ,M16                           ,[SS.304]                      ,B
8473,24100061                 ,WASHER;SPRING LOCK            ,"0.625""                        ",ZINC PLATED                   ,P,6,182736                   ,WASHER;SPRING LOCK            ,M16                           ,[SS.316]                      ,P
8475,24100062                 ,WASHER;SPRING LOCK            ,"0.750""                        ",ZINC PLATED                   ,P,2,24104551                 ,WASHER;SPRING LOCK            ,M20                           ,ZINC PLATED                   ,P
8477,24100062                 ,WASHER;SPRING LOCK            ,"0.750""                        ",ZINC PLATED                   ,P,4,24104848                 ,WASHER;SPRING LOCK            ,M20                           ,[SS.304]                      ,B
8479,24100062                 ,WASHER;SPRING LOCK            ,"0.750""                        ",ZINC PLATED                   ,P,6,158784                   ,WASHER;SPRING LOCK            ,M20                           ,[SS.316]                      ,B
8481,24100063                 ,HEX.HD.CAP SCREW              ,"1/4-20UNC X 1.250""            ",ZINC PLATED [GR.5]            ,B,2,24101196                 ,HEX.HD.CAP SCREW              ,M6-1.00 X 30MM                ,ZINC PLATED [CL8.8]           ,B
8483,24100063                 ,HEX.HD.CAP SCREW              ,"1/4-20UNC X 1.250""            ",ZINC PLATED [GR.5]            ,B,4,24104923                 ,HEX.HD.CAP SCREW              ,M6-1.00 X 30MM                ,[SS.304]                      ,P
8485,24100063                 ,HEX.HD.CAP SCREW              ,"1/4-20UNC X 1.250""            ",ZINC PLATED [GR.5]            ,B,6,182663                   ,HEX.HD.CAP SCREW              ,M6-1.00 X 30MM                ,[SS.316]                      ,P
8487,24100065                 ,HEX.HD.CAP SCREW              ,"1/4-20UNC X 2.250""            ",ZINC PLATED [GR.5]            ,B,2,118845                   ,HEX.HD.CAP SCREW              ,M6-1.00 X 60MM                ,ZINC PLATED [CL8.8]           ,P
8489,24100065                 ,HEX.HD.CAP SCREW              ,"1/4-20UNC X 2.250""            ",ZINC PLATED [GR.5]            ,B,4,118846                   ,HEX.HD.CAP SCREW              ,M6-1.00 X 60MM                ,[SS.304]                      ,P
8491,24100065                 ,HEX.HD.CAP SCREW              ,"1/4-20UNC X 2.250""            ",ZINC PLATED [GR.5]            ,B,6,182666                   ,HEX.HD.CAP SCREW              ,M6-1.00 X 60MM                ,[SS.316]                      ,P
8493,24100066                 ,HEX.HD.CAP SCREW              ,"1/4-20UNC X 2.750""            ",ZINC PLATED [GR.5]            ,P,2,24101450                 ,HEX.HD.CAP SCREW              ,M6-1.00 X 70MM                ,ZINC PLATED [CL8.8]           ,P
8495,24100923                 ,HEX.SOC.CAP SCREW             ,"1/4-20UNC X 2.500""            ",ZINC PLATED [A574]            ,B,2,24101855                 ,HEX.SOC.CAP SCREW             ,M6-1.00 X 60MM                ,ZINC PLATED [CL8.8]           ,P
8497,24100923                 ,HEX.SOC.CAP SCREW             ,"1/4-20UNC X 2.500""            ",ZINC PLATED [A574]            ,B,4,24104796                 ,HEX.SOC.CAP SCREW             ,M6-1.00 X 60MM                ,[SS.304]                      ,P
8525,24100962                 ,HEX.NUT                       ,3/4-16UNF                     ,ZINC PLATED [GR.5]            ,B,2,24104617                 ,HEX.NUT                       ,M20-1.50                      ,ZINC PLATED [CL8.8]           ,P
8527,24100962                 ,HEX.NUT                       ,3/4-16UNF                     ,ZINC PLATED [GR.5]            ,B,4,147299                   ,HEX.NUT                       ,M20-1.50                      ,[SS.304]                      ,P
8537,24100972                 ,HEX.NUT                       ,5/8-18UNF                     ,ZINC PLATED [GR.5]            ,B,2,185652                   ,HEX.NUT                       ,M16-1.50                      ,ZINC PLATED [CL8.8]           ,B
8539,24100972                 ,HEX.NUT                       ,5/8-18UNF                     ,ZINC PLATED [GR.5]            ,B,4,185653                   ,HEX.NUT                       ,M16-1.50                      ,[SS.304]                      ,B
8543,24100980                 ,CARRIAGE BOLT                 ,"5/16-18UNC X 1.000""           ",ZINC PLATED [GR.5]            ,P,2,182254                   ,CARRIAGE BOLT                 ,M8-1.25 X 25MM                ,ZINC PLATED [CL8.8]           ,P
8547,24101281                 ,HEX.SOC.FH.CAP SCREW          ,"#10-24UNC X 2.000""            ",ZINC PLATED [A574]            ,P,2,24100000                 ,HEX.SOC.FH.CAP SCREW          ,M5-0.80 X 50MM                ,ZINC PLATED [CL8.8]           ,P
8549,24101281                 ,HEX.SOC.FH.CAP SCREW          ,"#10-24UNC X 2.000""            ",ZINC PLATED [A574]            ,P,4,185761                   ,HEX.SOC.FH.CAP SCREW          ,M5-0.80 X 50MM                ,[SS.304]                      ,B
8553,24101286                 ,HEX.SOC.FH.CAP SCREW          ,"#6-32UNC X 0.625""             ",[SS.304]                      ,P,2,139705                   ,HEX.SOC.FH.CAP SCREW          ,M4-0.70 X 16MM                ,ZINC PLATED [CL8.8]           ,P
8555,24101286                 ,HEX.SOC.FH.CAP SCREW          ,"#6-32UNC X 0.625""             ",[SS.304]                      ,P,4,24104371                 ,HEX.SOC.FH.CAP SCREW          ,M4-0.70 X 16MM                ,[SS.304]                      ,P
8595,24101335                 ,HEX.SOC.CAP SCREW             ,"1/4-20UNC X 3.000""            ",ZINC PLATED [A574]            ,B,2,185714                   ,HEX.SOC.CAP SCREW             ,M6-1.00 X 75MM                ,ZINC PLATED [CL8.8]           ,B
8597,24101597                 ,HEX.SOC.CAP SCREW             ,"1/4-20UNC X 0.750""            ",ZINC PLATED [A574]            ,B,4,24104791                 ,HEX.SOC.CAP SCREW             ,M6-1.00 X 20MM                ,[SS.304]                      ,P
8599,24101597                 ,HEX.SOC.CAP SCREW             ,"1/4-20UNC X 0.750""            ",ZINC PLATED [A574]            ,B,6,182704                   ,HEX.SOC.CAP SCREW             ,M6-1.00 X 20MM                ,[SS.316]                      ,P
8601,24101598                 ,HEX.SOC.CAP SCREW             ,"1/4-20UNC X 1.000""            ",ZINC PLATED [A574]            ,B,2,24101464                 ,HEX.SOC.CAP SCREW             ,M6-1.00 X 25MM                ,ZINC PLATED [CL8.8]           ,B
8603,24101598                 ,HEX.SOC.CAP SCREW             ,"1/4-20UNC X 1.000""            ",ZINC PLATED [A574]            ,B,4,24104798                 ,HEX.SOC.CAP SCREW             ,M6-1.00 X 25MM                ,[SS.304]                      ,P
8605,24101598                 ,HEX.SOC.CAP SCREW             ,"1/4-20UNC X 1.000""            ",ZINC PLATED [A574]            ,B,6,182705                   ,HEX.SOC.CAP SCREW             ,M6-1.00 X 25MM                ,[SS.316]                      ,P
8607,24101599                 ,HEX.SOC.CAP SCREW             ,"1/4-20UNC X 2.000""            ",ZINC PLATED [A574]            ,B,2,24104338                 ,HEX.SOC.CAP SCREW             ,M6-1.00 X 50MM                ,ZINC PLATED [CL8.8]           ,P
8609,24101599                 ,HEX.SOC.CAP SCREW             ,"1/4-20UNC X 2.000""            ",ZINC PLATED [A574]            ,B,4,24104795                 ,HEX.SOC.CAP SCREW             ,M6-1.00 X 50MM                ,[SS.304]                      ,P
8611,24101599                 ,HEX.SOC.CAP SCREW             ,"1/4-20UNC X 2.000""            ",ZINC PLATED [A574]            ,B,6,182706                   ,HEX.SOC.CAP SCREW             ,M6-1.00 X 50MM                ,[SS.316]                      ,P
8613,24101601                 ,HEX.SOC.CAP SCREW             ,"5/16-18UNC X 0.750""           ",ZINC PLATED [A574]            ,B,2,24104348                 ,HEX.SOC.CAP SCREW             ,M8-1.25 X 20MM                ,ZINC PLATED [CL8.8]           ,B
8615,24101601                 ,HEX.SOC.CAP SCREW             ,"5/16-18UNC X 0.750""           ",ZINC PLATED [A574]            ,B,4,24104814                 ,HEX.SOC.CAP SCREW             ,M8-1.25 X 20MM                ,[SS.304]                      ,P
8619,24101602                 ,HEX.SOC.CAP SCREW             ,"5/16-18UNC X 1.000""           ",ZINC PLATED [A574]            ,B,2,24100398                 ,HEX.SOC.CAP SCREW             ,M8-1.25 X 25MM                ,ZINC PLATED [CL8.8]           ,B
8621,24101602                 ,HEX.SOC.CAP SCREW             ,"5/16-18UNC X 1.000""           ",ZINC PLATED [A574]            ,B,4,24104815                 ,HEX.SOC.CAP SCREW             ,M8-1.25 X 25MM                ,[SS.304]                      ,P
8623,24101602                 ,HEX.SOC.CAP SCREW             ,"5/16-18UNC X 1.000""           ",ZINC PLATED [A574]            ,B,6,158990                   ,HEX.SOC.CAP SCREW             ,M8-1.25 X 25MM                ,[SS.316]                      ,P
8625,24101603                 ,HEX.SOC.CAP SCREW             ,"5/16-18UNC X 1.500""           ",ZINC PLATED [A574]            ,B,2,24104345                 ,HEX.SOC.CAP SCREW             ,M8-1.25 X 35MM                ,ZINC PLATED [CL8.8]           ,P
8627,24101603                 ,HEX.SOC.CAP SCREW             ,"5/16-18UNC X 1.500""           ",ZINC PLATED [A574]            ,B,4,24104810                 ,HEX.SOC.CAP SCREW             ,M8-1.25 X 35MM                ,[SS.304]                      ,P
8629,24101603                 ,HEX.SOC.CAP SCREW             ,"5/16-18UNC X 1.500""           ",ZINC PLATED [A574]            ,B,6,182707                   ,HEX.SOC.CAP SCREW             ,M8-1.25 X 35MM                ,[SS.316]                      ,P
8631,24101604                 ,HEX.SOC.CAP SCREW             ,"5/16-18UNC X 2.000""           ",ZINC PLATED [A574]            ,B,2,24101105                 ,HEX.SOC.CAP SCREW             ,M8-1.25 X 50MM                ,ZINC PLATED [CL8.8]           ,P
8633,24101604                 ,HEX.SOC.CAP SCREW             ,"5/16-18UNC X 2.000""           ",ZINC PLATED [A574]            ,B,4,24104817                 ,HEX.SOC.CAP SCREW             ,M8-1.25 X 50MM                ,[SS.304]                      ,P
8643,24101606                 ,HEX.SOC.CAP SCREW             ,"3/8-16UNC X 0.750""            ",ZINC PLATED [A574]            ,B,2,24104591                 ,HEX.SOC.CAP SCREW             ,M10-1.50 X 20MM               ,ZINC PLATED [CL8.8]           ,B
8645,24101606                 ,HEX.SOC.CAP SCREW             ,"3/8-16UNC X 0.750""            ",ZINC PLATED [A574]            ,B,4,24104807                 ,HEX.SOC.CAP SCREW             ,M10-1.50 X 20MM               ,[SS.304]                      ,P
8648,24100066                 ,HEX.HD.CAP SCREW              ,"1/4-20UNC X 2.750""            ",ZINC PLATED [GR.5]            ,P,4,118479                   ,HEX.HD.CAP SCREW              ,M6-1.00 X 70MM                ,[SS.304]                      ,P
8650,24100066                 ,HEX.HD.CAP SCREW              ,"1/4-20UNC X 2.750""            ",ZINC PLATED [GR.5]            ,P,6,182667                   ,HEX.HD.CAP SCREW              ,M6-1.00 X 70MM                ,[SS.316]                      ,P
8652,24100069                 ,HEX.HD.CAP SCREW              ,"5/16-18UNC X 1.250""           ",ZINC PLATED [GR.5]            ,B,2,24101201                 ,HEX.HD.CAP SCREW              ,M8-1.25 X 30MM                ,ZINC PLATED [CL8.8]           ,B
8654,24100069                 ,HEX.HD.CAP SCREW              ,"5/16-18UNC X 1.250""           ",ZINC PLATED [GR.5]            ,B,4,185604                   ,HEX.HD.CAP SCREW              ,M8-1.25 X 30MM                ,[SS.304]                      ,B
8658,24100070                 ,HEX.HD.CAP SCREW              ,"5/16-18UNC X 1.750""           ",ZINC PLATED [GR.5]            ,B,2,24104715                 ,HEX.HD.CAP SCREW              ,M8-1.25 X 45MM                ,ZINC PLATED [CL8.8]           ,P
8660,24100070                 ,HEX.HD.CAP SCREW              ,"5/16-18UNC X 1.750""           ",ZINC PLATED [GR.5]            ,B,4,24106071                 ,HEX.HD.CAP SCREW              ,M8-1.25 X 45MM                ,[SS.304]                      ,P
8662,24100070                 ,HEX.HD.CAP SCREW              ,"5/16-18UNC X 1.750""           ",ZINC PLATED [GR.5]            ,B,6,182673                   ,HEX.HD.CAP SCREW              ,M8-1.25 X 45MM                ,[SS.316]                      ,P
8664,24100071                 ,HEX.HD.CAP SCREW              ,"5/16-18UNC X 2.250""           ",ZINC PLATED [GR.5]            ,B,2,24101204                 ,HEX.HD.CAP SCREW              ,M8-1.25 X 60MM                ,ZINC PLATED [CL8.8]           ,P
8666,24100071                 ,HEX.HD.CAP SCREW              ,"5/16-18UNC X 2.250""           ",ZINC PLATED [GR.5]            ,B,4,117587                   ,HEX.HD.CAP SCREW              ,M8-1.25 X 60MM                ,[SS.304]                      ,P
8670,24100072                 ,HEX.HD.CAP SCREW              ,"5/16-18UNC X 2.750""           ",ZINC PLATED [GR.5]            ,P,2,24101205                 ,HEX.HD.CAP SCREW              ,M8-1.25 X 70MM                ,ZINC PLATED [CL8.8]           ,P
8672,24100072                 ,HEX.HD.CAP SCREW              ,"5/16-18UNC X 2.750""           ",ZINC PLATED [GR.5]            ,P,4,24106028                 ,HEX.HD.CAP SCREW              ,M8-1.25 X 70MM                ,[SS.304]                      ,P
8674,24100072                 ,HEX.HD.CAP SCREW              ,"5/16-18UNC X 2.750""           ",ZINC PLATED [GR.5]            ,P,6,182676                   ,HEX.HD.CAP SCREW              ,M8-1.25 X 70MM                ,[SS.316]                      ,P
8676,24100075                 ,HEX.HD.CAP SCREW              ,"5/16-18UNC X 4.000""           ",ZINC PLATED [GR.5]            ,B,2,116363                   ,HEX.HD.CAP SCREW              ,M8-1.25 X 100MM               ,ZINC PLATED [CL8.8]           ,P
8678,24100075                 ,HEX.HD.CAP SCREW              ,"5/16-18UNC X 4.000""           ",ZINC PLATED [GR.5]            ,B,4,119172                   ,HEX.HD.CAP SCREW              ,M8-1.25 X 100MM               ,[SS.304]                      ,P
8682,24100079                 ,HEX.HD.CAP SCREW              ,"5/16-18UNC X 5.000""           ",ZINC PLATED [GR.5]            ,P,2,185601                   ,HEX.HD.CAP SCREW              ,M8-1.25 X 125MM               ,ZINC PLATED [CL8.8]           ,B
8684,24100079                 ,HEX.HD.CAP SCREW              ,"5/16-18UNC X 5.000""           ",ZINC PLATED [GR.5]            ,P,4,185600                   ,HEX.HD.CAP SCREW              ,M8-1.25 X 125MM               ,[SS.304]                      ,B
8688,24100080                 ,HEX.HD.CAP SCREW              ,"3/8-16UNC X 0.750""            ",ZINC PLATED [GR.5]            ,B,2,24104324                 ,HEX.HD.CAP SCREW              ,M10-1.50 X 20MM               ,ZINC PLATED [CL8.8]           ,B
8690,24100080                 ,HEX.HD.CAP SCREW              ,"3/8-16UNC X 0.750""            ",ZINC PLATED [GR.5]            ,B,4,24104769                 ,HEX.HD.CAP SCREW              ,M10-1.50 X 20MM               ,[SS.304]                      ,P
8692,24100080                 ,HEX.HD.CAP SCREW              ,"3/8-16UNC X 0.750""            ",ZINC PLATED [GR.5]            ,B,6,182632                   ,HEX.HD.CAP SCREW              ,M10-1.50 X 20MM               ,[SS.316]                      ,P
8694,24100081                 ,HEX.HD.CAP SCREW              ,"3/8-16UNC X 1.250""            ",ZINC PLATED [GR.5]            ,B,2,24101206                 ,HEX.HD.CAP SCREW              ,M10-1.50 X 30MM               ,ZINC PLATED [CL8.8]           ,B
8696,24100081                 ,HEX.HD.CAP SCREW              ,"3/8-16UNC X 1.250""            ",ZINC PLATED [GR.5]            ,B,4,24104922                 ,HEX.HD.CAP SCREW              ,M10-1.50 X 30MM               ,[SS.304]                      ,P
8698,24100081                 ,HEX.HD.CAP SCREW              ,"3/8-16UNC X 1.250""            ",ZINC PLATED [GR.5]            ,B,6,182634                   ,HEX.HD.CAP SCREW              ,M10-1.50 X 30MM               ,[SS.316]                      ,P
8699,24100980                 ,CARRIAGE BOLT                 ,"5/16-18UNC X 1.000""           ",ZINC PLATED [GR.5]            ,P,4,185518                   ,CARRIAGE BOLT                 ,M8-1.25 X 25MM                ,[SS.304]                      ,B
8709,24100983                 ,CARRIAGE BOLT                 ,"3/8-16UNC X 1.250""            ",ZINC PLATED [GR.5]            ,B,2,185502                   ,CARRIAGE BOLT                 ,M10-1.50 X 30MM               ,ZINC PLATED [CL8.8]           ,B
8711,24100983                 ,CARRIAGE BOLT                 ,"3/8-16UNC X 1.250""            ",ZINC PLATED [GR.5]            ,B,4,185501                   ,CARRIAGE BOLT                 ,M10-1.50 X 30MM               ,[SS.304]                      ,B
8715,24101005                 ,HEX.SOC.FH.CAP SCREW          ,"1/4-20UNC X 1.500""            ",ZINC PLATED [A574]            ,P,2,185764                   ,HEX.SOC.FH.CAP SCREW          ,M6-1.00 X 35MM                ,ZINC PLATED [CL8.8]           ,B
8717,24101005                 ,HEX.SOC.FH.CAP SCREW          ,"1/4-20UNC X 1.500""            ",ZINC PLATED [A574]            ,P,4,185763                   ,HEX.SOC.FH.CAP SCREW          ,M6-1.00 X 35MM                ,[SS.304]                      ,B
8721,24101006                 ,HEX.SOC.FH.CAP SCREW          ,"5/16-18UNC X 1.000""           ",ZINC PLATED [A574]            ,B,2,24109075                 ,HEX.SOC.FH.CAP SCREW          ,M8-1.25 X 25MM                ,ZINC PLATED [CL8.8]           ,P
8723,24101006                 ,HEX.SOC.FH.CAP SCREW          ,"5/16-18UNC X 1.000""           ",ZINC PLATED [A574]            ,B,4,24104980                 ,HEX.SOC.FH.CAP SCREW          ,M8-1.25 X 25MM                ,[SS.304]                      ,P
8727,24101007                 ,HEX.SOC.FH.CAP SCREW          ,"5/16-18UNC X 0.750""           ",ZINC PLATED [A574]            ,B,2,185776                   ,HEX.SOC.FH.CAP SCREW          ,M8-1.25 X 20MM                ,ZINC PLATED [CL8.8]           ,B
8729,24101007                 ,HEX.SOC.FH.CAP SCREW          ,"5/16-18UNC X 0.750""           ",ZINC PLATED [A574]            ,B,4,185775                   ,HEX.SOC.FH.CAP SCREW          ,M8-1.25 X 20MM                ,[SS.304]                      ,B
8733,24101009                 ,HEX.SOC.FH.CAP SCREW          ,"3/8-16UNC X 0.750""            ",ZINC PLATED [A574]            ,B,2,185069                   ,HEX.SOC.FH.CAP SCREW          ,M10-1.50 X 20MM               ,ZINC PLATED [CL8.8]           ,B
8735,24101009                 ,HEX.SOC.FH.CAP SCREW          ,"3/8-16UNC X 0.750""            ",ZINC PLATED [A574]            ,B,4,185736                   ,HEX.SOC.FH.CAP SCREW          ,M10-1.50 X 20MM               ,[SS.304]                      ,B
8739,24101010                 ,HEX.SOC.FH.CAP SCREW          ,"3/8-16UNC X 1.000""            ",ZINC PLATED [A574]            ,B,2,24104946                 ,HEX.SOC.FH.CAP SCREW          ,M10-1.50 X 25MM               ,ZINC PLATED [CL8.8]           ,P
8741,24101010                 ,HEX.SOC.FH.CAP SCREW          ,"3/8-16UNC X 1.000""            ",ZINC PLATED [A574]            ,B,4,185737                   ,HEX.SOC.FH.CAP SCREW          ,M10-1.50 X 25MM               ,[SS.304]                      ,B
8743,24101010                 ,HEX.SOC.FH.CAP SCREW          ,"3/8-16UNC X 1.000""            ",ZINC PLATED [A574]            ,B,6,182708                   ,HEX.SOC.FH.CAP SCREW          ,M10-1.50 X 25MM               ,[SS.316]                      ,P
8745,24101011                 ,HEX.SOC.FH.CAP SCREW          ,"1/4-20UNC X 1.000""            ",ZINC PLATED [A574]            ,B,2,24105021                 ,HEX.SOC.FH.CAP SCREW          ,M6-1.00 X 25MM                ,ZINC PLATED [CL8.8]           ,B
8747,24101011                 ,HEX.SOC.FH.CAP SCREW          ,"1/4-20UNC X 1.000""            ",ZINC PLATED [A574]            ,B,4,24104823                 ,HEX.SOC.FH.CAP SCREW          ,M6-1.00 X 25MM                ,[SS.304]                      ,P
8752,24101335                 ,HEX.SOC.CAP SCREW             ,"1/4-20UNC X 3.000""            ",ZINC PLATED [A574]            ,B,4,185713                   ,HEX.SOC.CAP SCREW             ,M6-1.00 X 75MM                ,[SS.304]                      ,B
8756,24101337                 ,HEX.HD.CAP SCREW              ,"3/4-10UNC X 7.000""            ",ZINC PLATED [GR.5]            ,P,2,24104522                 ,HEX.HD.CAP SCREW              ,M20-2.50 X 180MM              ,ZINC PLATED [CL8.8]           ,P
8758,24101337                 ,HEX.HD.CAP SCREW              ,"3/4-10UNC X 7.000""            ",ZINC PLATED [GR.5]            ,P,4,185578                   ,HEX.HD.CAP SCREW              ,M20-2.50 X 180MM              ,[SS.304]                      ,B
8768,24101340                 ,WASHER;SPRING LOCK            ,"1.000""                        ",ZINC PLATED                   ,B,2,24104704                 ,WASHER;SPRING LOCK            ,M24                           ,ZINC PLATED                   ,P
8770,24101340                 ,WASHER;SPRING LOCK            ,"1.000""                        ",ZINC PLATED                   ,B,4,185835                   ,WASHER;SPRING LOCK            ,M24                           ,[SS.304]                      ,B
8774,24101343                 ,CARRIAGE BOLT                 ,"1/4-20UNC X 1.000""            ",ZINC PLATED [GR.5]            ,P,2,156872                   ,CARRIAGE BOLT                 ,M6-1.00 X 25MM                ,ZINC PLATED                   ,P
8776,24101343                 ,CARRIAGE BOLT                 ,"1/4-20UNC X 1.000""            ",ZINC PLATED [GR.5]            ,P,4,185515                   ,CARRIAGE BOLT                 ,M6-1.00 X 25MM                ,[SS.304]                      ,B
8780,24101415                 ,HEX.SOC.CAP SCREW             ,"7/16-14UNC X 1.500""           ",ZINC PLATED [A574]            ,P,2,24104742                 ,HEX.SOC.CAP SCREW             ,M10-1.50 X 35MM               ,ZINC PLATED [CL8.8]           ,P
