,ITEMNO,DESC1,DESC2,SEARCHTEXT,STOCKINGTYPE,TYPECONVERSION,ITEMCONVERTI,DESC1_1,DESC2_1,SEARCHTEXT_1,STOCKINGTYPE_1
8782,24101415                 ,HEX.SOC.CAP SCREW             ,"7/16-14UNC X 1.500""           ",ZINC PLATED [A574]            ,P,4,117113                   ,HEX.SOC.CAP SCREW             ,M10-1.50 X 35MM               ,[SS.304]                      ,P
8792,24101421                 ,HEX.SOC.FH.CAP SCREW          ,"1/4-20UNC X 3.000""            ",ZINC PLATED [A574]            ,P,2,185769                   ,HEX.SOC.FH.CAP SCREW          ,M6-1.00 X 75MM                ,ZINC PLATED [CL8.8]           ,B
8794,24101421                 ,HEX.SOC.FH.CAP SCREW          ,"1/4-20UNC X 3.000""            ",ZINC PLATED [A574]            ,P,4,185768                   ,HEX.SOC.FH.CAP SCREW          ,M6-1.00 X 75MM                ,[SS.304]                      ,B
8804,24101607                 ,HEX.SOC.CAP SCREW             ,"3/8-16UNC X 1.000""            ",ZINC PLATED [A574]            ,B,2,24102802                 ,HEX.SOC.CAP SCREW             ,M10-1.50 X 25MM               ,ZINC PLATED [CL8.8]           ,P
8806,24101607                 ,HEX.SOC.CAP SCREW             ,"3/8-16UNC X 1.000""            ",ZINC PLATED [A574]            ,B,4,24104809                 ,HEX.SOC.CAP SCREW             ,M10-1.50 X 25MM               ,[SS.304]                      ,P
8810,24101609                 ,HEX.SOC.FH.CAP SCREW          ,"#6-32UNC X 0.500""             ",ZINC PLATED [A574]            ,P,2,24101469                 ,HEX.SOC.FH.CAP SCREW          ,M4-0.70 X 12MM                ,ZINC PLATED [CL8.8]           ,P
8812,24101609                 ,HEX.SOC.FH.CAP SCREW          ,"#6-32UNC X 0.500""             ",ZINC PLATED [A574]            ,P,4,185755                   ,HEX.SOC.FH.CAP SCREW          ,M4-0.70 X 12MM                ,[SS.304]                      ,B
8816,24101610                 ,HEX.SOC.FH.CAP SCREW          ,"#6-32UNC X 0.750""             ",ZINC PLATED [A574]            ,P,2,24104553                 ,HEX.SOC.FH.CAP SCREW          ,M4-0.70 X 20MM                ,ZINC PLATED [CL8.8]           ,P
8818,24101610                 ,HEX.SOC.FH.CAP SCREW          ,"#6-32UNC X 0.750""             ",ZINC PLATED [A574]            ,P,4,156566                   ,HEX.SOC.FH.CAP SCREW          ,M4-0.70 X 20MM                ,[SS.304]                      ,P
8822,24101611                 ,HEX.SOC.FH.CAP SCREW          ,"#8-32UNC X 0.500""             ",ZINC PLATED [A574]            ,B,2,24101469                 ,HEX.SOC.FH.CAP SCREW          ,M4-0.70 X 12MM                ,ZINC PLATED [CL8.8]           ,P
8824,24101611                 ,HEX.SOC.FH.CAP SCREW          ,"#8-32UNC X 0.500""             ",ZINC PLATED [A574]            ,B,4,185755                   ,HEX.SOC.FH.CAP SCREW          ,M4-0.70 X 12MM                ,[SS.304]                      ,B
8828,24101612                 ,HEX.SOC.FH.CAP SCREW          ,"#8-32UNC X 0.750""             ",ZINC PLATED [A574]            ,B,2,24104553                 ,HEX.SOC.FH.CAP SCREW          ,M4-0.70 X 20MM                ,ZINC PLATED [CL8.8]           ,P
8830,24101612                 ,HEX.SOC.FH.CAP SCREW          ,"#8-32UNC X 0.750""             ",ZINC PLATED [A574]            ,B,4,156566                   ,HEX.SOC.FH.CAP SCREW          ,M4-0.70 X 20MM                ,[SS.304]                      ,P
8836,24101613                 ,HEX.SOC.FH.CAP SCREW          ,"#8-32UNC X 1.000""             ",ZINC PLATED [A574]            ,P,4,185756                   ,HEX.SOC.FH.CAP SCREW          ,M4-0.70 X 25MM                ,[SS.304]                      ,B
8840,24101614                 ,HEX.SOC.FH.CAP SCREW          ,"#10-24UNC X 0.500""            ",ZINC PLATED [A574]            ,B,2,24104351                 ,HEX.SOC.FH.CAP SCREW          ,M5-0.80 X 12MM                ,ZINC PLATED [CL8.8]           ,P
8842,24101614                 ,HEX.SOC.FH.CAP SCREW          ,"#10-24UNC X 0.500""            ",ZINC PLATED [A574]            ,B,4,185757                   ,HEX.SOC.FH.CAP SCREW          ,M5-0.80 X 12MM                ,[SS.304]                      ,B
8846,24101615                 ,HEX.SOC.FH.CAP SCREW          ,"#10-24UNC X 0.750""            ",ZINC PLATED [A574]            ,B,2,24104731                 ,HEX.SOC.FH.CAP SCREW          ,M5-0.80 X 20MM                ,ZINC PLATED [CL8.8]           ,P
8848,24101615                 ,HEX.SOC.FH.CAP SCREW          ,"#10-24UNC X 0.750""            ",ZINC PLATED [A574]            ,B,4,24104830                 ,HEX.SOC.FH.CAP SCREW          ,M5-0.80 X 20MM                ,[SS.304]                      ,P
8852,24101616                 ,HEX.SOC.FH.CAP SCREW          ,"#10-24UNC X 1.000""            ",ZINC PLATED [A574]            ,P,2,24104669                 ,HEX.SOC.FH.CAP SCREW          ,M5-0.80 X 25MM                ,ZINC PLATED [CL8.8]           ,B
8854,24100082                 ,HEX.HD.CAP SCREW              ,"3/8-16UNC X 1.750""            ",ZINC PLATED [GR.5]            ,B,2,24104718                 ,HEX.HD.CAP SCREW              ,M10-1.50 X 45MM               ,ZINC PLATED [CL8.8]           ,B
8856,24100082                 ,HEX.HD.CAP SCREW              ,"3/8-16UNC X 1.750""            ",ZINC PLATED [GR.5]            ,B,4,24104866                 ,HEX.HD.CAP SCREW              ,M10-1.50 X 45MM               ,[SS.304]                      ,P
8860,24100083                 ,HEX.HD.CAP SCREW              ,"3/8-16UNC X 2.250""            ",ZINC PLATED [GR.5]            ,B,2,24101209                 ,HEX.HD.CAP SCREW              ,M10-1.50 X 60MM               ,ZINC PLATED [CL8.8]           ,B
8862,24100083                 ,HEX.HD.CAP SCREW              ,"3/8-16UNC X 2.250""            ",ZINC PLATED [GR.5]            ,B,4,118026                   ,HEX.HD.CAP SCREW              ,M10-1.50 X 60MM               ,[SS.304]                      ,P
8866,24100084                 ,HEX.HD.CAP SCREW              ,"3/8-16UNC X 2.750""            ",ZINC PLATED [GR.5]            ,B,2,24101210                 ,HEX.HD.CAP SCREW              ,M10-1.50 X 70MM               ,ZINC PLATED [CL8.8]           ,B
8868,24100084                 ,HEX.HD.CAP SCREW              ,"3/8-16UNC X 2.750""            ",ZINC PLATED [GR.5]            ,B,4,24104772                 ,HEX.HD.CAP SCREW              ,M10-1.50 X 70MM               ,[SS.304]                      ,P
8872,24100085                 ,HEX.HD.CAP SCREW              ,"3/8-16UNC X 3.250""            ",ZINC PLATED [GR.5]            ,B,2,24104504                 ,HEX.HD.CAP SCREW              ,M10-1.50 X 80MM               ,ZINC PLATED [CL8.8]           ,B
8874,24100085                 ,HEX.HD.CAP SCREW              ,"3/8-16UNC X 3.250""            ",ZINC PLATED [GR.5]            ,B,4,24104771                 ,HEX.HD.CAP SCREW              ,M10-1.50 X 80MM               ,[SS.304]                      ,P
8876,24100085                 ,HEX.HD.CAP SCREW              ,"3/8-16UNC X 3.250""            ",ZINC PLATED [GR.5]            ,B,6,182639                   ,HEX.HD.CAP SCREW              ,M10-1.50 X 80MM               ,[SS.316]                      ,P
8878,24100086                 ,HEX.HD.CAP SCREW              ,"3/8-16UNC X 3.750""            ",ZINC PLATED [GR.5]            ,P,2,56011095GR8              ,HEX.HD.CAP SCREW              ,M10-1.50 X 95MM               ,ZINC PLATED [CL8.8]           ,B
8884,24100089                 ,HEX.HD.CAP SCREW              ,"3/8-16UNC X 5.000""            ",ZINC PLATED [GR.5]            ,P,2,185545                   ,HEX.HD.CAP SCREW              ,M10-1.50 X 125MM              ,ZINC PLATED [CL8.8]           ,O
8886,24100089                 ,HEX.HD.CAP SCREW              ,"3/8-16UNC X 5.000""            ",ZINC PLATED [GR.5]            ,P,4,185544                   ,HEX.HD.CAP SCREW              ,M10-1.50 X 125MM              ,[SS.304]                      ,O
8890,24100090                 ,HEX.HD.CAP SCREW              ,"7/16-14UNC X 0.750""           ",ZINC PLATED [GR.5]            ,B,2,24104324                 ,HEX.HD.CAP SCREW              ,M10-1.50 X 20MM               ,ZINC PLATED [CL8.8]           ,B
8892,24100090                 ,HEX.HD.CAP SCREW              ,"7/16-14UNC X 0.750""           ",ZINC PLATED [GR.5]            ,B,4,24104769                 ,HEX.HD.CAP SCREW              ,M10-1.50 X 20MM               ,[SS.304]                      ,P
8894,24100090                 ,HEX.HD.CAP SCREW              ,"7/16-14UNC X 0.750""           ",ZINC PLATED [GR.5]            ,B,6,182632                   ,HEX.HD.CAP SCREW              ,M10-1.50 X 20MM               ,[SS.316]                      ,P
8896,24100091                 ,HEX.HD.CAP SCREW              ,"7/16-14UNC X 1.250""           ",ZINC PLATED [GR.5]            ,B,2,24101206                 ,HEX.HD.CAP SCREW              ,M10-1.50 X 30MM               ,ZINC PLATED [CL8.8]           ,B
8898,24100091                 ,HEX.HD.CAP SCREW              ,"7/16-14UNC X 1.250""           ",ZINC PLATED [GR.5]            ,B,4,24104922                 ,HEX.HD.CAP SCREW              ,M10-1.50 X 30MM               ,[SS.304]                      ,P
8900,24100091                 ,HEX.HD.CAP SCREW              ,"7/16-14UNC X 1.250""           ",ZINC PLATED [GR.5]            ,B,6,182634                   ,HEX.HD.CAP SCREW              ,M10-1.50 X 30MM               ,[SS.316]                      ,P
8902,24100092                 ,HEX.HD.CAP SCREW              ,"7/16-14UNC X 1.750""           ",ZINC PLATED [GR.5]            ,B,2,24104718                 ,HEX.HD.CAP SCREW              ,M10-1.50 X 45MM               ,ZINC PLATED [CL8.8]           ,B
8904,24101012                 ,HEX.SOC.FH.CAP SCREW          ,"1/2-13UNC X 1.000""            ",ZINC PLATED [A574]            ,B,2,24104350                 ,HEX.SOC.FH.CAP SCREW          ,M12-1.75 X 25MM               ,ZINC PLATED [CL8.8]           ,P
8906,24101012                 ,HEX.SOC.FH.CAP SCREW          ,"1/2-13UNC X 1.000""            ",ZINC PLATED [A574]            ,B,4,119178                   ,HEX.SOC.FH.CAP SCREW          ,M12-1.75 X 25MM               ,[SS.304]                      ,P
8910,24101013                 ,HEX.SOC.FH.CAP SCREW          ,"1/2-13UNC X 1.250""            ",ZINC PLATED [A574]            ,B,2,24104671                 ,HEX.SOC.FH.CAP SCREW          ,M12-1.75 X 30MM               ,ZINC PLATED [CL8.8]           ,P
8912,24101013                 ,HEX.SOC.FH.CAP SCREW          ,"1/2-13UNC X 1.250""            ",ZINC PLATED [A574]            ,B,4,185748                   ,HEX.SOC.FH.CAP SCREW          ,M12-1.75 X 30MM               ,[SS.304]                      ,B
8916,24101016                 ,HEX.SOC.SET SCREW CUP POINT   ,"3/8-16UNC X 1.250""            ",ZINC PLATED [A574]            ,P,2,168625                   ,HEX.SOC.SET SCREW CUP POINT   ,M10-1.50 X 30MM               ,ZINC PLATED [CL8.8]           ,P
8922,24101017                 ,SQ.HD.SET SCREW CUP POINT     ,"1/2-13UNC X 0.750""            ",ZINC PLATED                   ,P,2,185825                   ,SQ.HD.SET SCREW CUP POINT     ,M12-1.75 X 20MM               ,ZINC PLATED                   ,B
8924,24101017                 ,SQ.HD.SET SCREW CUP POINT     ,"1/2-13UNC X 0.750""            ",ZINC PLATED                   ,P,4,185824                   ,SQ.HD.SET SCREW CUP POINT     ,M12-1.75 X 20MM               ,[SS.304]                      ,B
8952,24101025                 ,SQ.HD.SET SCREW CUP POINT     ,"1/2-13UNC X 1.250""            ",ZINC PLATED                   ,P,2,24104664                 ,SQ.HD.SET SCREW CUP POINT     ,M12-1.75 X 30MM               ,ZINC PLATED                   ,P
8975,24101443                 ,HEX.SOC.FH.CAP SCREW          ,"#10-32UNF X 0.750""            ",ZINC PLATED [A574]            ,B,2,24104731                 ,HEX.SOC.FH.CAP SCREW          ,M5-0.80 X 20MM                ,ZINC PLATED [CL8.8]           ,P
8977,24101443                 ,HEX.SOC.FH.CAP SCREW          ,"#10-32UNF X 0.750""            ",ZINC PLATED [A574]            ,B,4,24104830                 ,HEX.SOC.FH.CAP SCREW          ,M5-0.80 X 20MM                ,[SS.304]                      ,P
9023,224101                   ,HEX.SOC.FH.CAP SCREW          ,"#4-40UNC X 0.500""             ",[SS.304]                      ,B,2,133795                   ,HEX.SOC.FH.CAP SCREW          ,M3-0.50 X 12MM                ,ZINC PLATED [CL8.8]           ,B
9041,224853                   ,CARRIAGE BOLT                 ,"1/4-20UNC X 0.625""            ",ZINC PLATED                   ,B,2,211911                   ,CARRIAGE BOLT                 ,M6-1.00 X 16MM                ,ZINC PLATED [CL8.8]           ,P
9043,224853                   ,CARRIAGE BOLT                 ,"1/4-20UNC X 0.625""            ",ZINC PLATED                   ,B,4,209224                   ,CARRIAGE BOLT                 ,M6-1.00 X 16MM                ,[SS.304]                      ,P
9058,24100092                 ,HEX.HD.CAP SCREW              ,"7/16-14UNC X 1.750""           ",ZINC PLATED [GR.5]            ,B,4,24104866                 ,HEX.HD.CAP SCREW              ,M10-1.50 X 45MM               ,[SS.304]                      ,P
9062,24100096                 ,HEX.HD.CAP SCREW              ,"7/16-14UNC X 3.750""           ",ZINC PLATED [GR.5]            ,P,2,56011095GR8              ,HEX.HD.CAP SCREW              ,M10-1.50 X 95MM               ,ZINC PLATED [CL8.8]           ,B
9074,24100101                 ,HEX.HD.CAP SCREW              ,"1/2-13UNC X 1.250""            ",ZINC PLATED [GR.5]            ,B,2,24104511                 ,HEX.HD.CAP SCREW              ,M12-1.75 X 30MM               ,ZINC PLATED [CL8.8]           ,B
9076,24100101                 ,HEX.HD.CAP SCREW              ,"1/2-13UNC X 1.250""            ",ZINC PLATED [GR.5]            ,B,4,118876                   ,HEX.HD.CAP SCREW              ,M12-1.75 X 30MM               ,[SS.304]                      ,P
9078,24100101                 ,HEX.HD.CAP SCREW              ,"1/2-13UNC X 1.250""            ",ZINC PLATED [GR.5]            ,B,6,182643                   ,HEX.HD.CAP SCREW              ,M12-1.75 X 30MM               ,[SS.316]                      ,P
9080,24100102                 ,HEX.HD.CAP SCREW              ,"1/2-13UNC X 1.750""            ",ZINC PLATED [GR.5]            ,B,2,24104611                 ,HEX.HD.CAP SCREW              ,M12-1.75 X 45MM               ,ZINC PLATED [CL8.8]           ,B
9082,24100102                 ,HEX.HD.CAP SCREW              ,"1/2-13UNC X 1.750""            ",ZINC PLATED [GR.5]            ,B,4,119586                   ,HEX.HD.CAP SCREW              ,M12-1.75 X 45MM               ,[SS.304]                      ,P
